History_ID,Account_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Channel,Merchant_Category,Transaction_Status
HIST000001037,ACCT00000051,CUST000336,2019-08-05 05:31:30,Credit,1635.0881948348078,Branch,Healthcare,Completed
HIST000001038,ACCT00000318,CUST000290,2021-12-19 00:00:10,Credit,7697.757175532939,ATM,E-commerce,Completed
HIST000001039,ACCT00000556,CUST000156,2015-12-12 05:17:28,Debit,9124.379577436854,Branch,Fuel,Completed
HIST000001040,ACCT00000011,CUST000025,2015-12-05 06:06:31,Debit,23748.254112478757,Mobile App,Fuel,Completed
HIST000001041,ACCT00000697,CUST000191,2018-07-30 08:18:16,Credit,15667.852990203717,Mobile App,Education,Completed
HIST000001042,ACCT00000267,CUST000260,2017-02-27 00:40:25,Credit,25766.215421935503,POS,Utilities,Completed
HIST000001043,ACCT00000603,CUST000256,2016-10-21 02:42:33,Credit,11479.410809061235,Mobile App,Fuel,Completed
HIST000001044,ACCT00000438,CUST000356,2018-03-17 01:46:25,Debit,159.8969033780686,POS,Travel,Completed
HIST000001045,ACCT00000398,CUST000206,2021-06-27 22:01:57,Credit,20880.091069879258,Online,Entertainment,Completed
HIST000001046,ACCT00000240,CUST000401,2017-07-22 03:36:59,Credit,4603.183983658786,POS,Travel,Completed
HIST000001047,ACCT00000588,CUST000026,2018-06-22 22:17:22,Debit,7650.101243484228,Online,Education,Completed
HIST000001048,ACCT00000592,CUST000450,2016-04-04 12:00:04,Debit,4486.107451093772,POS,Salary,Completed
HIST000001049,ACCT00000515,CUST000225,2015-12-22 13:30:49,Debit,30362.850631408175,Branch,Groceries,Completed
HIST000001050,ACCT00000186,CUST000021,2016-11-10 02:16:48,Credit,24256.820147538238,Branch,Entertainment,Completed
HIST000001051,ACCT00000563,CUST000230,2020-06-07 17:39:22,Credit,10892.047351493042,Online,Travel,Completed
HIST000001052,ACCT00000321,CUST000058,2015-06-06 05:03:18,Credit,8957.87673042212,Online,Utilities,Completed
HIST000001053,ACCT00000615,CUST000488,2017-06-19 08:29:18,Debit,4258.687252753271,Branch,Groceries,Completed
HIST000001054,ACCT00000259,CUST000088,2019-01-10 07:11:23,Debit,6961.133844633572,POS,Groceries,Completed
HIST000001055,ACCT00000640,CUST000081,2019-01-25 17:14:41,Credit,2167.3472301549727,Online,Dining,Completed
HIST000001056,ACCT00000078,CUST000285,2017-04-17 20:53:35,Credit,12398.952227687252,Mobile App,Education,Completed
HIST000001057,ACCT00000462,CUST000333,2017-01-03 23:32:38,Credit,10685.180132789588,POS,Groceries,Completed
HIST000001058,ACCT00000586,CUST000063,2019-07-13 20:00:37,Credit,7232.821189646563,Mobile App,Utilities,Completed
HIST000001059,ACCT00000622,CUST000484,2019-09-26 10:49:20,Debit,11738.881646853253,POS,Travel,Completed
HIST000001060,ACCT00000497,CUST000457,2021-02-17 03:00:22,Debit,2615.970394125164,POS,Healthcare,Completed
HIST000001061,ACCT00000374,CUST000232,2016-09-28 20:51:04,Credit,9450.413509652297,Mobile App,Fuel,Completed
HIST000001062,ACCT00000359,CUST000058,2019-06-16 22:14:13,Credit,6896.012706811003,Branch,Fuel,Completed
HIST000001063,ACCT00000610,CUST000112,2020-10-23 01:40:20,Credit,6589.9212507515695,Branch,Education,Completed
HIST000001064,ACCT00000120,CUST000436,2017-01-30 09:09:32,Debit,7840.605452316719,Mobile App,Fuel,Completed
HIST000001065,ACCT00000260,CUST000268,2017-03-26 09:16:06,Credit,13142.595855452619,Mobile App,Healthcare,Completed
HIST000001066,ACCT00000067,CUST000255,2018-09-13 22:26:32,Debit,17498.38786602053,Mobile App,E-commerce,Completed
HIST000001067,ACCT00000186,CUST000021,2017-11-19 01:45:16,Credit,11264.2476213292,Branch,Education,Completed
HIST000001068,ACCT00000489,CUST000013,2019-02-10 18:52:14,Credit,1518.4180045160447,Online,Education,Completed
HIST000001069,ACCT00000656,CUST000071,2016-05-05 07:14:11,Debit,2686.3269523110503,Online,Entertainment,Completed
HIST000001070,ACCT00000520,CUST000095,2017-05-01 19:13:19,Credit,11074.215082780445,POS,E-commerce,Completed
HIST000001071,ACCT00000393,CUST000285,2021-12-06 13:23:50,Debit,5219.406882240497,Mobile App,Utilities,Completed
HIST000001072,ACCT00000562,CUST000419,2021-06-06 16:00:19,Credit,16593.503906363738,Branch,E-commerce,Completed
HIST000001073,ACCT00000505,CUST000432,2020-01-16 05:30:05,Debit,5394.3604877625585,Online,Salary,Completed
HIST000001074,ACCT00000609,CUST000008,2015-05-06 19:11:10,Debit,406.6591794852975,ATM,E-commerce,Completed
HIST000001075,ACCT00000604,CUST000098,2015-02-08 04:48:09,Credit,3602.139768427583,Branch,E-commerce,Completed
HIST000001076,ACCT00000117,CUST000422,2018-09-23 06:50:37,Debit,10870.541895971615,POS,E-commerce,Completed
HIST000001077,ACCT00000564,CUST000454,2018-02-05 21:42:10,Credit,10285.933953960053,ATM,E-commerce,Completed
HIST000001078,ACCT00000581,CUST000066,2015-07-28 15:36:17,Debit,4099.67599523839,Branch,Travel,Completed
HIST000001079,ACCT00000190,CUST000153,2017-06-21 09:30:42,Credit,18115.50933076002,Online,Education,Completed
HIST000001080,ACCT00000106,CUST000272,2016-02-23 14:16:40,Debit,16645.551642879993,Mobile App,Entertainment,Completed
HIST000001081,ACCT00000253,CUST000325,2015-06-21 21:18:10,Credit,9960.464349564749,Branch,Entertainment,Completed
HIST000001082,ACCT00000208,CUST000305,2018-03-01 07:50:17,Debit,5655.341394920845,Branch,Dining,Completed
HIST000001083,ACCT00000484,CUST000470,2017-09-01 20:16:26,Debit,12887.853141434469,Mobile App,Healthcare,Completed
HIST000001084,ACCT00000161,CUST000047,2019-04-15 03:44:58,Debit,8771.209061614201,ATM,Dining,Completed
HIST000001085,ACCT00000414,CUST000430,2015-01-01 06:57:03,Credit,17729.600861671373,Mobile App,Education,Completed
HIST000001086,ACCT00000645,CUST000223,2017-10-07 09:54:05,Credit,15794.736520859693,Mobile App,Fuel,Completed
HIST000001087,ACCT00000150,CUST000316,2021-08-14 23:49:52,Credit,7219.046817012742,Online,Education,Completed
HIST000001088,ACCT00000436,CUST000116,2017-02-08 02:44:13,Debit,8031.558048900477,Mobile App,Education,Completed
HIST000001089,ACCT00000467,CUST000103,2016-11-12 22:32:28,Debit,3414.9945328489157,POS,Healthcare,Completed
HIST000001090,ACCT00000422,CUST000235,2015-03-26 14:03:52,Credit,16713.664280803052,Mobile App,Education,Completed
HIST000001091,ACCT00000516,CUST000479,2021-11-22 20:48:58,Credit,13915.707961254946,Branch,Groceries,Completed
HIST000001092,ACCT00000057,CUST000118,2020-11-01 16:39:46,Credit,9737.08866929592,Branch,E-commerce,Completed
HIST000001093,ACCT00000678,CUST000291,2015-05-25 01:32:48,Credit,9350.517093115537,Online,Dining,Completed
HIST000001094,ACCT00000410,CUST000366,2016-05-03 00:35:15,Debit,18951.77670423431,ATM,Groceries,Completed
HIST000001095,ACCT00000453,CUST000362,2020-03-16 21:30:17,Debit,7164.064287966649,Online,Salary,Completed
HIST000001096,ACCT00000415,CUST000123,2018-01-10 02:20:53,Debit,11118.512687006807,POS,Fuel,Completed
HIST000001097,ACCT00000163,CUST000052,2017-12-09 20:10:09,Credit,6512.259527777474,POS,Entertainment,Completed
HIST000001098,ACCT00000017,CUST000133,2017-10-30 05:56:36,Credit,9183.946262773896,ATM,E-commerce,Completed
HIST000001099,ACCT00000436,CUST000116,2019-04-03 01:23:44,Debit,1455.3275959976845,ATM,Education,Completed
HIST000001100,ACCT00000453,CUST000362,2017-09-19 14:44:03,Debit,2805.181190912877,Mobile App,Fuel,Completed
HIST000001101,ACCT00000453,CUST000362,2016-05-26 08:45:11,Credit,8985.298314652682,Branch,Fuel,Completed
HIST000001102,ACCT00000093,CUST000146,2021-02-04 15:22:11,Credit,22647.94388782747,ATM,Fuel,Completed
HIST000001103,ACCT00000688,CUST000239,2019-04-05 23:25:07,Credit,10903.376463429291,ATM,Education,Completed
HIST000001104,ACCT00000338,CUST000205,2021-01-20 14:38:21,Credit,21153.241086349764,Online,Fuel,Completed
HIST000001105,ACCT00000003,CUST000173,2018-02-06 16:02:03,Debit,19221.956377272087,POS,E-commerce,Completed
HIST000001106,ACCT00000634,CUST000306,2020-04-30 22:51:02,Credit,15779.630596268424,Online,Healthcare,Completed
HIST000001107,ACCT00000535,CUST000236,2016-11-04 23:06:32,Credit,3325.199289961005,ATM,Education,Completed
HIST000001108,ACCT00000025,CUST000081,2017-12-20 22:17:32,Debit,9109.410550122817,Online,Groceries,Completed
HIST000001109,ACCT00000419,CUST000013,2020-02-26 19:22:13,Credit,10328.453602607415,POS,Salary,Completed
HIST000001110,ACCT00000067,CUST000255,2021-08-18 18:23:40,Debit,15930.884420404991,Mobile App,Utilities,Completed
HIST000001111,ACCT00000326,CUST000011,2018-04-20 20:49:09,Debit,4112.182621564773,Mobile App,Education,Completed
HIST000001112,ACCT00000029,CUST000071,2016-07-23 01:29:36,Credit,88.15742495977702,Mobile App,E-commerce,Completed
HIST000001113,ACCT00000230,CUST000293,2018-10-29 11:11:17,Debit,9684.938159875232,ATM,Travel,Completed
HIST000001114,ACCT00000588,CUST000026,2016-06-14 04:31:04,Credit,24730.0734235482,ATM,Entertainment,Completed
HIST000001115,ACCT00000485,CUST000340,2015-11-18 07:55:24,Credit,7462.490284429072,Online,Groceries,Completed
HIST000001116,ACCT00000437,CUST000342,2020-11-09 01:31:31,Debit,18353.57834735488,Mobile App,Groceries,Completed
HIST000001117,ACCT00000542,CUST000158,2018-03-01 16:45:45,Debit,165.99885830235144,ATM,Healthcare,Completed
HIST000001118,ACCT00000573,CUST000042,2017-03-21 06:58:21,Debit,2968.0537146194324,POS,Fuel,Completed
HIST000001119,ACCT00000127,CUST000353,2018-08-08 09:51:25,Credit,12866.652299461433,Online,Entertainment,Completed
HIST000001120,ACCT00000549,CUST000126,2018-05-11 04:24:51,Credit,26668.02653739518,Branch,Healthcare,Completed
HIST000001121,ACCT00000048,CUST000400,2018-05-24 22:20:54,Credit,20900.055859347663,POS,E-commerce,Completed
HIST000001122,ACCT00000359,CUST000058,2019-10-19 15:58:22,Credit,6668.020045794257,POS,Entertainment,Completed
HIST000001123,ACCT00000335,CUST000120,2017-06-21 21:30:06,Debit,18310.84685724888,ATM,E-commerce,Completed
HIST000001124,ACCT00000655,CUST000022,2020-09-09 18:53:14,Credit,33315.371109201245,POS,Salary,Completed
HIST000001125,ACCT00000363,CUST000426,2015-02-07 02:11:05,Credit,32227.89933991344,ATM,Salary,Completed
HIST000001126,ACCT00000337,CUST000445,2020-11-08 22:14:11,Debit,7261.443157151392,ATM,Fuel,Completed
HIST000001127,ACCT00000328,CUST000219,2021-11-08 22:04:24,Credit,10245.85894698186,Mobile App,Education,Completed
HIST000001128,ACCT00000155,CUST000084,2016-10-18 06:28:00,Credit,16558.71840672727,POS,Fuel,Completed
HIST000001129,ACCT00000299,CUST000393,2021-06-07 00:48:11,Credit,3704.195767848678,POS,Salary,Completed
HIST000001130,ACCT00000048,CUST000400,2019-06-24 10:50:54,Debit,3644.2265227206744,Online,Travel,Completed
HIST000001131,ACCT00000117,CUST000422,2015-02-21 00:04:39,Credit,15733.506117261548,ATM,E-commerce,Completed
HIST000001132,ACCT00000061,CUST000302,2021-09-17 23:43:37,Credit,9012.496962479583,Branch,Dining,Completed
HIST000001133,ACCT00000251,CUST000148,2015-12-30 07:52:59,Credit,9229.778932179343,POS,Groceries,Completed
HIST000001134,ACCT00000536,CUST000431,2020-09-16 02:06:40,Debit,1103.0967790163136,POS,Utilities,Completed
HIST000001135,ACCT00000089,CUST000003,2017-12-02 12:32:33,Credit,12933.835143936158,POS,Healthcare,Completed
HIST000001136,ACCT00000092,CUST000116,2016-12-18 13:27:56,Credit,11123.026668860222,ATM,Travel,Completed
HIST000001137,ACCT00000452,CUST000230,2020-08-23 14:59:51,Credit,8144.198892301709,ATM,Groceries,Completed
HIST000001138,ACCT00000043,CUST000111,2017-08-27 00:09:13,Credit,16201.075453710371,Mobile App,Travel,Completed
HIST000001139,ACCT00000035,CUST000327,2020-06-13 15:39:14,Debit,659.3961461928247,Online,Education,Completed
HIST000001140,ACCT00000024,CUST000412,2018-06-15 19:49:20,Debit,7144.037302628864,POS,Travel,Completed
HIST000001141,ACCT00000622,CUST000484,2021-09-19 07:18:01,Credit,35506.9492021312,Mobile App,Entertainment,Completed
HIST000001142,ACCT00000341,CUST000380,2018-09-20 00:08:53,Credit,395.80232611376687,Mobile App,Groceries,Completed
HIST000001143,ACCT00000695,CUST000338,2016-11-30 20:55:21,Credit,14166.834902907733,Online,Fuel,Completed
HIST000001144,ACCT00000223,CUST000275,2018-06-07 11:24:25,Credit,315.2663945942895,POS,Salary,Completed
HIST000001145,ACCT00000169,CUST000312,2017-08-03 17:48:39,Credit,594.7287006053448,Branch,Fuel,Completed
HIST000001146,ACCT00000100,CUST000119,2019-02-14 07:55:46,Debit,7497.435421297823,Mobile App,Entertainment,Completed
HIST000001147,ACCT00000242,CUST000247,2017-12-21 18:59:10,Debit,17040.390712749744,Branch,Salary,Completed
HIST000001148,ACCT00000267,CUST000260,2017-04-25 12:44:48,Credit,11581.559282486847,POS,Entertainment,Completed
HIST000001149,ACCT00000688,CUST000239,2020-03-02 08:08:21,Debit,14904.97517387702,ATM,Groceries,Completed
HIST000001150,ACCT00000267,CUST000260,2018-01-14 01:18:39,Debit,15714.567543494675,Mobile App,Fuel,Completed
HIST000001151,ACCT00000019,CUST000307,2017-04-28 21:08:55,Credit,3074.5994808123924,POS,Salary,Completed
HIST000001152,ACCT00000324,CUST000451,2015-11-21 15:19:22,Credit,1638.667906999926,ATM,Dining,Completed
HIST000001153,ACCT00000386,CUST000273,2015-12-07 04:07:44,Credit,1633.1395208173699,ATM,Dining,Completed
HIST000001154,ACCT00000594,CUST000117,2019-04-09 12:58:56,Credit,2392.3305246154705,Online,Utilities,Completed
HIST000001155,ACCT00000510,CUST000146,2015-02-13 05:19:32,Debit,846.748738639817,POS,Healthcare,Completed
HIST000001156,ACCT00000547,CUST000382,2019-10-09 19:30:17,Debit,15195.737392479821,Online,Groceries,Completed
HIST000001157,ACCT00000236,CUST000126,2020-05-01 02:38:28,Credit,17954.21624017395,POS,Dining,Completed
HIST000001158,ACCT00000112,CUST000383,2020-10-11 17:01:45,Debit,26327.537216365443,Mobile App,Utilities,Completed
HIST000001159,ACCT00000374,CUST000232,2015-06-19 18:55:59,Debit,10806.093500317538,POS,Travel,Completed
HIST000001160,ACCT00000334,CUST000107,2017-03-22 05:42:05,Credit,4492.017252077447,POS,Salary,Completed
HIST000001161,ACCT00000379,CUST000188,2018-09-26 12:33:30,Debit,15882.009756475116,ATM,Salary,Completed
HIST000001162,ACCT00000358,CUST000008,2016-11-11 12:30:09,Credit,12422.016942021219,ATM,Salary,Completed
HIST000001163,ACCT00000452,CUST000230,2018-06-04 07:42:30,Credit,2976.410861812168,POS,Salary,Completed
HIST000001164,ACCT00000166,CUST000479,2021-09-09 23:32:33,Credit,3547.0948113133536,POS,Dining,Completed
HIST000001165,ACCT00000317,CUST000025,2019-02-26 00:58:58,Credit,21386.72444518613,Branch,Groceries,Completed
HIST000001166,ACCT00000569,CUST000130,2015-07-06 04:29:21,Credit,4442.041026481305,ATM,Education,Completed
HIST000001167,ACCT00000238,CUST000237,2020-07-18 18:48:27,Debit,10400.656054221756,ATM,E-commerce,Completed
HIST000001168,ACCT00000508,CUST000082,2015-10-20 04:42:16,Credit,2074.947951233533,ATM,Travel,Completed
HIST000001169,ACCT00000177,CUST000414,2018-04-03 20:47:27,Debit,10842.104827609892,Branch,Travel,Completed
HIST000001170,ACCT00000459,CUST000365,2015-09-30 01:12:20,Credit,25126.87511569348,Branch,Groceries,Completed
HIST000001171,ACCT00000272,CUST000381,2017-03-26 12:50:40,Debit,16946.32030008937,Branch,Salary,Completed
HIST000001172,ACCT00000441,CUST000285,2017-03-22 15:09:20,Credit,4022.528146665447,Branch,Fuel,Completed
HIST000001173,ACCT00000649,CUST000084,2016-03-21 15:14:27,Credit,13105.890167185637,Mobile App,Travel,Completed
HIST000001174,ACCT00000378,CUST000439,2017-03-09 07:41:13,Debit,11930.20345528654,Mobile App,Utilities,Completed
HIST000001175,ACCT00000225,CUST000448,2021-03-18 22:39:20,Credit,11079.052060367309,Mobile App,Groceries,Completed
HIST000001176,ACCT00000261,CUST000269,2020-01-23 09:43:38,Credit,18343.440330324906,POS,Salary,Completed
HIST000001177,ACCT00000022,CUST000471,2020-02-17 06:29:42,Debit,18253.7324460496,Mobile App,Entertainment,Completed
HIST000001178,ACCT00000455,CUST000307,2017-02-04 22:38:50,Credit,3474.0968375013886,Branch,Salary,Completed
HIST000001179,ACCT00000320,CUST000035,2016-06-23 09:59:24,Credit,12702.54873773323,POS,Groceries,Completed
HIST000001180,ACCT00000498,CUST000106,2017-05-24 00:35:05,Debit,402.8609460824746,Branch,Healthcare,Completed
HIST000001181,ACCT00000268,CUST000380,2021-06-28 05:54:47,Credit,6076.868755786931,ATM,Salary,Completed
HIST000001182,ACCT00000446,CUST000491,2020-11-25 12:48:51,Debit,1766.074931552163,Online,E-commerce,Completed
HIST000001183,ACCT00000196,CUST000371,2017-05-27 10:22:48,Debit,4084.662179125008,Branch,E-commerce,Completed
HIST000001184,ACCT00000350,CUST000108,2018-04-12 08:33:56,Debit,14938.971870135905,Mobile App,Entertainment,Completed
HIST000001185,ACCT00000147,CUST000462,2021-12-14 02:57:35,Credit,15323.990713000645,Online,Utilities,Completed
HIST000001186,ACCT00000213,CUST000177,2019-07-16 02:23:13,Credit,28207.90507122878,ATM,E-commerce,Completed
HIST000001187,ACCT00000353,CUST000255,2015-08-13 22:05:50,Debit,37577.80327383586,Mobile App,E-commerce,Completed
HIST000001188,ACCT00000280,CUST000413,2016-02-16 17:42:22,Credit,23022.549605555825,Online,Education,Completed
HIST000001189,ACCT00000348,CUST000290,2015-01-21 14:14:12,Credit,1867.895309932237,POS,Fuel,Completed
HIST000001190,ACCT00000516,CUST000479,2020-06-07 02:24:49,Debit,5113.116326765279,Mobile App,Travel,Completed
HIST000001191,ACCT00000663,CUST000262,2019-06-21 22:57:13,Debit,8635.662483047397,ATM,Education,Completed
HIST000001192,ACCT00000161,CUST000047,2019-01-02 18:21:55,Debit,2069.924655867304,Online,Healthcare,Completed
HIST000001193,ACCT00000193,CUST000253,2016-09-30 12:50:05,Credit,7311.4297710432365,ATM,Salary,Completed
HIST000001194,ACCT00000673,CUST000168,2020-04-05 00:01:50,Debit,3272.000267580067,POS,Fuel,Completed
HIST000001195,ACCT00000108,CUST000251,2021-03-28 07:02:47,Debit,3868.727393228408,Online,Healthcare,Completed
HIST000001196,ACCT00000482,CUST000174,2016-05-06 23:58:46,Credit,7177.532761767664,Online,Entertainment,Completed
HIST000001197,ACCT00000159,CUST000236,2018-06-26 01:02:24,Debit,10762.333580247932,POS,Education,Completed
HIST000001198,ACCT00000440,CUST000494,2018-09-25 19:41:49,Credit,5474.836689603778,POS,Dining,Completed
HIST000001199,ACCT00000344,CUST000195,2019-04-23 23:30:30,Debit,6961.372959409727,Mobile App,Travel,Completed
HIST000001200,ACCT00000395,CUST000247,2019-07-28 17:33:49,Credit,6546.195456270972,POS,Travel,Completed
HIST000001201,ACCT00000598,CUST000033,2020-11-01 07:31:36,Debit,2410.0309347661464,Mobile App,Travel,Completed
HIST000001202,ACCT00000275,CUST000401,2020-03-01 04:26:05,Debit,18654.293311632464,ATM,Entertainment,Completed
HIST000001203,ACCT00000428,CUST000363,2019-02-28 05:16:22,Credit,756.169341421386,POS,Salary,Completed
HIST000001204,ACCT00000413,CUST000474,2018-06-24 07:31:12,Credit,7727.910881878284,Mobile App,Groceries,Completed
HIST000001205,ACCT00000339,CUST000064,2016-12-15 07:18:59,Credit,20567.57040710655,POS,Education,Completed
HIST000001206,ACCT00000662,CUST000004,2019-04-07 18:47:35,Debit,4047.4863197562527,Online,Groceries,Completed
HIST000001207,ACCT00000196,CUST000371,2015-08-24 00:17:59,Credit,7573.559209610616,ATM,Entertainment,Completed
HIST000001208,ACCT00000110,CUST000344,2019-02-11 16:33:28,Credit,3843.384364221235,Mobile App,Groceries,Completed
HIST000001209,ACCT00000350,CUST000108,2017-01-25 23:40:53,Credit,19848.43752276319,ATM,Entertainment,Completed
HIST000001210,ACCT00000568,CUST000319,2020-10-15 12:20:59,Debit,1907.305260964457,Online,Entertainment,Completed
HIST000001211,ACCT00000105,CUST000198,2020-07-25 11:34:46,Credit,20400.254927458467,ATM,Fuel,Completed
HIST000001212,ACCT00000017,CUST000133,2015-11-24 11:12:27,Credit,3756.9452642352235,POS,Travel,Completed
HIST000001213,ACCT00000554,CUST000158,2021-12-15 19:55:35,Debit,5313.516681376201,Online,Entertainment,Completed
HIST000001214,ACCT00000434,CUST000182,2016-02-24 23:09:08,Debit,13152.478046889453,ATM,Dining,Completed
HIST000001215,ACCT00000228,CUST000211,2019-04-05 17:22:02,Credit,1343.9859949321276,Online,Utilities,Completed
HIST000001216,ACCT00000113,CUST000100,2018-01-03 15:10:42,Credit,12446.010789189953,Online,Dining,Completed
HIST000001217,ACCT00000496,CUST000190,2019-08-18 16:48:46,Debit,27752.852619084806,Branch,Education,Completed
HIST000001218,ACCT00000252,CUST000366,2017-03-19 01:46:08,Debit,5062.463142739357,Branch,Dining,Completed
HIST000001219,ACCT00000087,CUST000170,2015-03-08 18:19:05,Credit,515.263585089765,POS,Groceries,Completed
HIST000001220,ACCT00000513,CUST000058,2018-07-29 15:17:41,Debit,7759.104238375337,Online,Healthcare,Completed
HIST000001221,ACCT00000362,CUST000490,2015-07-05 04:26:32,Credit,1638.8920220775926,POS,Groceries,Completed
HIST000001222,ACCT00000145,CUST000166,2018-06-29 01:29:26,Debit,1884.437731511819,Online,Travel,Completed
HIST000001223,ACCT00000507,CUST000340,2019-09-12 14:37:26,Debit,4424.170461793026,Online,E-commerce,Completed
HIST000001224,ACCT00000108,CUST000251,2020-06-06 05:10:52,Debit,11407.91753541947,POS,Utilities,Completed
HIST000001225,ACCT00000251,CUST000148,2017-11-14 02:41:58,Debit,8795.285363116564,POS,Salary,Completed
HIST000001226,ACCT00000067,CUST000255,2015-07-07 11:41:10,Credit,21394.577422469454,ATM,Utilities,Completed
HIST000001227,ACCT00000331,CUST000097,2019-01-31 12:25:40,Credit,8371.141963373917,ATM,Healthcare,Completed
HIST000001228,ACCT00000140,CUST000276,2021-01-12 02:05:21,Debit,14707.863310748107,ATM,Dining,Completed
HIST000001229,ACCT00000627,CUST000049,2019-01-23 21:28:13,Credit,18134.74945536555,Online,Healthcare,Completed
HIST000001230,ACCT00000544,CUST000103,2018-05-14 06:34:08,Credit,19837.87414621012,Branch,Groceries,Completed
HIST000001231,ACCT00000547,CUST000382,2016-10-28 04:35:52,Credit,27441.664313855665,Mobile App,Utilities,Completed
HIST000001232,ACCT00000401,CUST000322,2019-09-28 00:20:45,Debit,990.4239793111628,ATM,Travel,Completed
HIST000001233,ACCT00000043,CUST000111,2018-10-06 21:01:56,Debit,3621.8078219333966,POS,Entertainment,Completed
HIST000001234,ACCT00000056,CUST000249,2019-06-21 12:43:03,Credit,14401.587779896816,ATM,Travel,Completed
HIST000001235,ACCT00000203,CUST000146,2019-12-03 12:51:12,Debit,13499.194635888798,Online,Dining,Completed
HIST000001236,ACCT00000011,CUST000025,2020-02-16 17:55:45,Debit,14308.103595388271,ATM,Groceries,Completed
HIST000001237,ACCT00000350,CUST000108,2021-09-21 21:56:09,Credit,27671.389451003022,Online,Healthcare,Completed
HIST000001238,ACCT00000041,CUST000357,2019-02-07 16:32:55,Debit,5136.43890558193,Online,Travel,Completed
HIST000001239,ACCT00000505,CUST000432,2017-06-05 18:11:25,Credit,10113.878715754217,POS,Dining,Completed
HIST000001240,ACCT00000536,CUST000431,2021-02-03 08:45:34,Debit,6764.659017801698,ATM,Entertainment,Completed
HIST000001241,ACCT00000173,CUST000335,2018-12-05 21:44:59,Debit,30623.853487711494,Mobile App,Utilities,Completed
HIST000001242,ACCT00000339,CUST000064,2016-06-24 22:41:44,Debit,961.4609454906681,Mobile App,Entertainment,Completed
HIST000001243,ACCT00000178,CUST000260,2016-02-25 00:02:56,Credit,1301.4088620700409,Online,E-commerce,Completed
HIST000001244,ACCT00000263,CUST000115,2015-04-26 11:47:36,Debit,839.0013079010878,Branch,Dining,Completed
HIST000001245,ACCT00000687,CUST000194,2020-10-01 04:07:14,Debit,2738.750303732053,Mobile App,Travel,Completed
HIST000001246,ACCT00000502,CUST000127,2021-07-22 23:10:49,Credit,3753.2445861717915,Branch,Entertainment,Completed
HIST000001247,ACCT00000657,CUST000325,2015-09-23 01:44:19,Credit,1284.4513946743027,Branch,E-commerce,Completed
HIST000001248,ACCT00000615,CUST000488,2017-04-13 11:19:38,Credit,11389.551136611335,Mobile App,Groceries,Completed
HIST000001249,ACCT00000059,CUST000044,2019-01-17 11:43:27,Debit,4423.81504315886,Branch,Healthcare,Completed
HIST000001250,ACCT00000222,CUST000186,2018-05-27 01:59:58,Credit,28387.55733737143,Mobile App,Fuel,Completed
HIST000001251,ACCT00000248,CUST000461,2019-01-25 05:18:42,Credit,13827.861723696424,Branch,E-commerce,Completed
HIST000001252,ACCT00000664,CUST000172,2015-02-23 00:41:19,Credit,16110.850120732615,Branch,Fuel,Completed
HIST000001253,ACCT00000250,CUST000141,2019-08-04 16:09:11,Credit,19126.50544900298,Branch,Groceries,Completed
HIST000001254,ACCT00000014,CUST000266,2021-04-23 07:57:35,Credit,27009.61477234869,POS,Groceries,Completed
HIST000001255,ACCT00000632,CUST000075,2019-12-11 06:45:53,Debit,16257.070617326128,Online,Utilities,Completed
HIST000001256,ACCT00000455,CUST000307,2021-09-19 00:40:23,Debit,9758.597383438488,ATM,Utilities,Completed
HIST000001257,ACCT00000233,CUST000099,2021-07-07 12:29:07,Credit,4644.6839307362225,Mobile App,Fuel,Completed
HIST000001258,ACCT00000003,CUST000173,2017-05-28 11:35:27,Debit,636.7575578751721,Online,Entertainment,Completed
HIST000001259,ACCT00000113,CUST000100,2021-11-09 17:30:08,Credit,1393.1673129770124,POS,Dining,Completed
HIST000001260,ACCT00000431,CUST000388,2017-04-02 05:08:34,Debit,363.7306336724896,ATM,Groceries,Completed
HIST000001261,ACCT00000086,CUST000310,2017-08-28 12:55:07,Credit,7631.706957584649,ATM,Utilities,Completed
HIST000001262,ACCT00000633,CUST000453,2020-10-04 22:03:38,Debit,5423.544688942591,Online,E-commerce,Completed
HIST000001263,ACCT00000191,CUST000019,2015-01-23 03:59:29,Credit,3674.017542138996,Online,Salary,Completed
HIST000001264,ACCT00000393,CUST000285,2015-06-19 12:10:49,Debit,21106.58532385084,ATM,Healthcare,Completed
HIST000001265,ACCT00000283,CUST000445,2016-02-10 07:16:17,Credit,6914.424464544378,POS,Entertainment,Completed
HIST000001266,ACCT00000237,CUST000257,2015-12-30 10:01:07,Credit,1590.863839750903,ATM,Travel,Completed
HIST000001267,ACCT00000054,CUST000284,2019-09-04 23:10:41,Debit,2035.0467583073664,Online,Utilities,Completed
HIST000001268,ACCT00000008,CUST000004,2015-07-18 05:45:52,Credit,8556.009511726443,ATM,Education,Completed
HIST000001269,ACCT00000124,CUST000008,2020-02-14 13:15:05,Credit,889.677597957042,Branch,Education,Completed
HIST000001270,ACCT00000257,CUST000007,2015-05-24 13:00:33,Credit,8571.848661827036,ATM,Dining,Completed
HIST000001271,ACCT00000682,CUST000478,2020-06-01 14:12:19,Credit,3490.167781420004,ATM,Fuel,Completed
HIST000001272,ACCT00000076,CUST000108,2020-02-01 23:21:37,Debit,7877.095940351384,ATM,E-commerce,Completed
