cust_id,hybrid_score_0_100,lead_score_0_100,ml_proba,cltv_profit,cltv_decile,cltv_category_q,priority_flag,recommended_action,champion_model,nbp_1,nbp_1_score,nbp_2,nbp_2_score,nbp_3,nbp_3_score,acct_cnt,sa_cnt,ca_cnt,txn_cnt_12m,txn_months_12m,txn_amt_12m,avg_txn_amt_12m,std_txn_amt_12m,med_txn_amt_12m,debit_cnt_12m,credit_cnt_12m,recency_days,chrg_amt_12m,chrg_months_12m,avg_bal_12m_savings,avg_bal_12m_current_ac,avg_bal_12m_td
C00457,8.0,12,0.015000000596046448,1509,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.644,FD,0.486,Personal Loan,0.324,1,1.0,0.0,80,12,68516.7,856.45875,546.5124325670154,892.8050000000001,80.0,0.0,0,300.65,2.0,232.56,0.0,0.0
C00170,25.0,12,0.43720479011535646,1504,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.737,FD,0.541,Personal Loan,0.469,2,1.0,0.0,129,12,189772.64999999997,1471.105813953488,1106.7242584203577,1242.28,129.0,0.0,-2,661.68,9.0,379.19,0.0,0.0
C00281,24.0,12,0.4151724189519882,1498,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.758,Personal Loan,0.512,FD,0.463,2,1.0,0.0,139,12,227765.39999999997,1638.5999999999997,1311.3165256320276,1350.41,139.0,0.0,-2,670.54,5.0,168.77,0.0,0.0
C00344,8.0,12,0.02611111178994179,1497,4,Medium,0,Nurture email/SMS,xgb,Credit Card,0.753,Personal Loan,0.529,FD,0.474,2,1.0,0.0,130,12,232724.88000000006,1790.191384615385,1359.6573648577873,1413.065,130.0,0.0,0,475.11,4.0,200.44,0.0,0.0
C00175,30.0,12,0.5691115915775299,1496,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.876,Personal Loan,0.721,Overdraft,0.534,3,1.0,1.0,211,12,457938.48999999976,2170.324597156397,1779.8191997562972,1754.72,211.0,0.0,-1,870.02,7.0,84.27,320.41,302.25
C00455,8.0,12,0.015000000596046448,1495,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.862,Personal Loan,0.699,Overdraft,0.624,3,1.0,1.0,204,12,423174.2899999998,2074.383774509803,1708.9940696873616,1507.1399999999999,204.0,0.0,-2,233.84,4.0,114.63,743.13,0.0
C00271,9.0,12,0.04386808797717094,1486,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.562,FD,0.463,Personal Loan,0.3,1,1.0,0.0,50,11,41131.60999999999,822.6321999999999,507.8406635754718,737.575,50.0,0.0,-8,307.63,2.0,214.05,0.0,0.0
C00294,9.0,12,0.04417763128876686,1469,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.626,FD,0.452,Personal Loan,0.316,1,1.0,0.0,66,12,56890.64,861.979393939394,531.3849337138648,800.4849999999999,66.0,0.0,-4,264.11,2.0,141.01,0.0,0.0
C00378,8.0,11,0.02611111178994179,1464,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.64,FD,0.458,Personal Loan,0.322,1,1.0,0.0,77,12,65963.83,856.6731168831169,521.5437974903772,819.85,77.0,0.0,-3,187.39,2.0,157.2,0.0,0.0
C00427,14.0,11,0.18611111715435982,1459,5,Medium,0,Nurture email/SMS,xgb,Personal Loan,0.823,Credit Card,0.814,Overdraft,0.512,2,0.0,1.0,98,12,383611.6600000001,3914.404693877552,2505.6566003699986,3667.74,98.0,0.0,-3,434.78000000000003,4.0,0.0,334.28,0.0
C00341,7.0,11,0.022124356031417845,1455,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.623,FD,0.452,Personal Loan,0.299,1,1.0,0.0,62,12,55882.37999999999,901.3287096774192,520.0287749935176,794.575,62.0,0.0,-15,303.47,2.0,247.19,0.0,463.71
C00441,16.0,11,0.23017241954803466,1449,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.748,Personal Loan,0.483,FD,0.461,2,1.0,0.0,137,12,204816.41,1495.0102919708029,1101.3297580418152,1251.26,137.0,0.0,-1,497.46000000000004,6.0,165.19,0.0,0.0
C00492,29.0,11,0.5574341475963592,1403,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.75,Personal Loan,0.427,FD,0.32,2,1.0,0.0,140,12,204119.62,1457.9972857142857,1095.4319275560329,1180.785,140.0,0.0,-5,820.1500000000001,6.0,66.62,0.0,1230.39
C00274,7.0,11,0.015000000596046448,1389,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.819,Personal Loan,0.582,FD,0.431,3,1.0,0.0,185,12,313254.77,1693.269027027027,1241.1613299499702,1384.94,185.0,0.0,0,386.12,6.0,83.5,0.0,0.0
C00033,7.0,11,0.015000000596046448,1389,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.758,Personal Loan,0.663,Overdraft,0.57,1,0.0,1.0,67,12,239447.69,3573.846119402985,2303.6585831329885,3530.44,67.0,0.0,-3,124.03999999999999,3.0,0.0,777.84,490.31
C00350,16.0,11,0.23017241954803466,1387,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.76,Personal Loan,0.53,FD,0.45,2,1.0,0.0,137,12,239071.64,1745.0484671532847,1441.3476474522083,1219.96,137.0,0.0,-2,349.95000000000005,2.0,135.35,0.0,0.0
C00098,10.0,11,0.0800000011920929,1383,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.733,FD,0.561,Personal Loan,0.457,2,1.0,0.0,128,12,180847.78000000003,1412.8732812500002,1177.497720033976,982.0799999999999,128.0,0.0,-3,162.82,1.0,433.27,0.0,0.0
C00474,9.0,11,0.05468254163861275,1362,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.712,Personal Loan,0.535,FD,0.449,2,1.0,0.0,78,12,181919.04000000004,2332.295384615385,2945.7521538533533,1064.33,78.0,0.0,0,285.03999999999996,5.0,132.64,0.0,0.0
C00240,7.0,11,0.015000000596046448,1359,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.76,Personal Loan,0.566,Overdraft,0.489,2,1.0,1.0,126,12,255545.78000000006,2028.1411111111115,2050.35425366378,1340.3899999999999,126.0,0.0,-1,266.68,2.0,69.5,421.27,0.0
C00496,8.0,11,0.04601665064692497,1356,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.802,Personal Loan,0.628,Overdraft,0.587,2,1.0,1.0,151,12,339620.7000000001,2249.1437086092724,2133.042939832081,1359.21,151.0,0.0,-2,316.22,3.0,244.89,706.52,506.16
C00436,15.0,11,0.21111111119389533,1354,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.673,FD,0.444,Personal Loan,0.35,2,1.0,0.0,83,12,114218.62,1376.1279518072288,1088.24282058981,1160.23,83.0,0.0,-4,529.56,3.0,403.36,0.0,1244.53
C00481,23.0,11,0.41706121861934664,1352,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.687,Personal Loan,0.43,FD,0.354,2,1.0,0.0,76,12,141961.15000000005,1867.9098684210533,2509.2990734633413,977.53,76.0,0.0,-2,682.97,6.0,70.02,0.0,845.61
C00284,19.0,10,0.3237438440322876,1332,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.618,FD,0.436,Personal Loan,0.302,1,1.0,0.0,63,12,48507.39999999999,769.95873015873,566.4605748872442,681.05,63.0,0.0,-2,721.51,5.0,96.17,0.0,0.0
C00329,23.0,10,0.4323152780532837,1331,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.829,Personal Loan,0.752,Overdraft,0.506,2,0.0,1.0,150,12,425209.2099999998,2834.728066666665,1909.051065109461,2596.385,150.0,0.0,0,710.62,7.0,0.0,252.81,296.79
C00079,7.0,10,0.015000000596046448,1319,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.749,Personal Loan,0.549,FD,0.447,2,1.0,1.0,119,12,237061.65000000002,1992.114705882353,1994.2967188565683,1249.4,119.0,0.0,-3,330.44,2.0,101.2,67.41,0.0
C00312,7.0,10,0.02611111178994179,1311,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.692,FD,0.456,Personal Loan,0.398,2,1.0,0.0,104,12,125989.61000000003,1211.438557692308,959.4268252061145,979.94,104.0,0.0,-10,303.5,3.0,150.47,0.0,0.0
C00034,27.0,10,0.5194817125797272,1303,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.695,Personal Loan,0.417,FD,0.415,2,1.0,0.0,99,12,139757.80000000002,1411.6949494949497,1248.5940691175242,1093.29,99.0,0.0,-4,933.54,6.0,87.81,0.0,208.6
C00437,7.0,10,0.015000000596046448,1261,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.626,FD,0.488,Personal Loan,0.317,1,1.0,0.0,65,12,56757.97,873.1995384615385,655.4847733153082,731.75,65.0,0.0,-1,258.13,2.0,237.86,0.0,0.0
C00142,23.0,10,0.4151724189519882,1250,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.617,FD,0.43,Personal Loan,0.314,1,1.0,0.0,58,12,51596.119999999995,889.5882758620689,507.5683265149489,839.21,58.0,0.0,-2,551.73,4.0,80.28,0.0,0.0
C00463,7.0,10,0.02611111178994179,1249,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.613,FD,0.523,Personal Loan,0.307,1,1.0,0.0,56,12,47241.1,843.5910714285714,616.5600313607414,624.285,56.0,0.0,-6,200.75,1.0,330.24,0.0,0.0
C00204,7.0,10,0.02611111178994179,1248,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.762,Personal Loan,0.458,FD,0.382,2,1.0,0.0,149,12,216483.97999999995,1452.9126174496641,1144.4739592909614,1124.87,149.0,0.0,-1,389.88,3.0,113.14,0.0,709.78
C00347,8.0,10,0.04357143044471741,1243,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.794,Personal Loan,0.689,Overdraft,0.553,2,0.0,1.0,128,12,343624.9,2684.56953125,1816.5369087671088,2585.395,128.0,0.0,-3,248.92,3.0,0.0,559.03,0.0
C00256,29.0,10,0.5751724183559418,1242,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.808,Personal Loan,0.808,Overdraft,0.591,2,0.0,1.0,95,12,368100.32999999996,3874.7403157894732,2780.253080053261,3140.84,95.0,0.0,-1,624.49,5.0,0.0,682.73,0.0
C00491,7.0,10,0.015000000596046448,1240,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.71,FD,0.462,Personal Loan,0.452,2,1.0,0.0,106,12,161394.81,1522.5925471698113,1226.1447368297736,1215.9850000000001,106.0,0.0,-2,286.21000000000004,3.0,166.52,0.0,0.0
C00030,20.0,10,0.34088670313358305,1231,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.732,Personal Loan,0.467,FD,0.443,2,1.0,0.0,125,12,185467.11000000002,1483.7368800000002,1338.4707517328197,986.77,125.0,0.0,-10,482.46000000000004,6.0,116.28,0.0,0.0
C00073,17.0,10,0.2724367126822472,1223,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.797,FD,0.693,Personal Loan,0.689,2,1.0,1.0,133,12,349509.1,2627.887969924812,2187.318847948106,1796.7,133.0,0.0,0,503.38,4.0,736.43,136.19,0.0
C00458,9.0,9,0.0987438440322876,1205,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.86,Personal Loan,0.738,FD,0.515,3,1.0,1.0,193,12,447169.25999999983,2316.939170984455,2050.5507315950854,1550.79,193.0,0.0,0,153.27,2.0,245.17,165.02,0.0
C00058,6.0,9,0.015000000596046448,1195,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.599,FD,0.444,Personal Loan,0.29,1,1.0,0.0,49,12,36264.97,740.1014285714286,549.5395786853452,608.09,49.0,0.0,-15,151.66,1.0,117.47,0.0,0.0
C00140,6.0,9,0.015000000596046448,1179,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.626,FD,0.487,Personal Loan,0.321,1,1.0,0.0,64,12,58144.56,908.50875,567.5410023464774,913.565,64.0,0.0,-2,309.71000000000004,3.0,234.74,0.0,0.0
C00304,22.0,9,0.4151724189519882,1164,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.701,FD,0.521,Personal Loan,0.498,2,1.0,0.0,80,12,164169.07,2052.113375,2453.235316403726,1111.925,80.0,0.0,0,760.23,6.0,325.49,0.0,0.0
C00227,28.0,9,0.5751724183559418,1156,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.703,Personal Loan,0.494,FD,0.441,2,1.0,0.0,83,12,165527.56,1994.3079518072288,2386.415414517806,1148.88,83.0,0.0,-3,963.89,6.0,110.36,0.0,0.0
C00278,8.0,9,0.07017241418361664,1150,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.626,FD,0.44,Personal Loan,0.315,1,1.0,0.0,66,12,56466.450000000004,855.5522727272728,496.7097730862264,797.645,66.0,0.0,-4,377.98,2.0,107.77,0.0,0.0
C00119,6.0,9,0.02611111178994179,1147,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.612,FD,0.462,Personal Loan,0.307,1,1.0,0.0,56,12,47133.62999999999,841.6719642857141,455.79651282091635,918.875,56.0,0.0,-4,241.85,2.0,168.29,0.0,0.0
C00352,6.0,9,0.015000000596046448,1139,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.763,Personal Loan,0.526,Overdraft,0.481,2,1.0,1.0,127,12,261941.75999999995,2062.5335433070863,1913.587616045262,1424.82,127.0,0.0,-1,309.04,3.0,155.75,377.09,1122.08
C00370,6.0,9,0.02611111178994179,1137,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.772,Personal Loan,0.46,FD,0.458,2,1.0,0.0,157,12,228516.02000000002,1455.5160509554141,1149.7960056126333,1140.79,157.0,0.0,0,698.7,5.0,357.05,0.0,875.74
C00361,6.0,9,0.015000000596046448,1133,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.608,FD,0.499,Personal Loan,0.299,1,1.0,0.0,53,12,43702.929999999986,824.5835849056601,609.9592504897807,723.22,53.0,0.0,-2,159.87,2.0,286.72,0.0,86.71
C00044,23.0,9,0.4323152780532837,1104,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.724,FD,0.449,Personal Loan,0.427,2,1.0,0.0,127,12,159165.4,1253.2708661417323,1125.2385420892817,998.51,127.0,0.0,-2,540.95,6.0,131.01,0.0,0.0
C00331,20.0,9,0.36036926284432413,1092,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.708,FD,0.556,Personal Loan,0.503,2,1.0,0.0,86,12,173595.64999999997,2018.5540697674414,2619.2912728106558,993.5250000000001,86.0,0.0,-1,569.0500000000001,6.0,419.18,0.0,0.0
C00192,21.0,9,0.3977193087339401,1087,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.707,Personal Loan,0.499,FD,0.47,2,1.0,0.0,87,12,172647.79999999996,1984.4574712643673,2600.0862538354813,1059.08,87.0,0.0,-8,578.9,5.0,187.38,0.0,0.0
C00429,14.0,8,0.23017241954803466,1074,5,Medium,0,Nurture email/SMS,xgb,Credit Card,0.809,Personal Loan,0.643,Overdraft,0.516,2,1.0,1.0,160,12,343042.1899999999,2144.0136874999994,2029.332900215334,1425.6950000000002,160.0,0.0,0,391.28,3.0,112.74,407.35,0.0
C00475,5.0,8,0.015000000596046448,1067,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.564,FD,0.472,Personal Loan,0.308,1,1.0,0.0,49,11,43643.47999999999,890.6832653061222,556.7496869456826,781.18,49.0,0.0,-1,176.26,1.0,238.44,0.0,0.0
C00205,5.0,8,0.015000000596046448,1064,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.635,FD,0.437,Personal Loan,0.326,1,1.0,0.0,71,12,64825.49000000002,913.0350704225355,540.6281379677673,923.58,71.0,0.0,-2,231.39,1.0,100.81,0.0,0.0
C00319,5.0,8,0.015000000596046448,1064,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.614,FD,0.309,Personal Loan,0.264,1,1.0,0.0,53,12,50335.71000000001,949.7303773584907,537.2039249669112,890.71,53.0,0.0,-2,176.83,1.0,44.49,0.0,1267.11
C00071,16.0,8,0.28880429565906524,1050,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.776,Personal Loan,0.606,FD,0.564,2,1.0,1.0,133,12,290369.46,2183.229022556391,1901.4651311079815,1376.56,133.0,0.0,-1,484.7,3.0,303.0,357.49,0.0
C00328,5.0,8,0.015000000596046448,1049,6,Medium,0,Nurture email/SMS,xgb,Personal Loan,0.827,Credit Card,0.821,Overdraft,0.525,2,0.0,1.0,111,12,411521.51999999996,3707.4010810810805,2474.93339990589,3338.62,111.0,0.0,0,319.98,5.0,0.0,348.04,0.0
C00074,6.0,8,0.032597382366657254,1047,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.619,FD,0.41,Personal Loan,0.303,1,1.0,0.0,63,12,49184.21,780.701746031746,457.49547758928077,806.75,63.0,0.0,-13,265.96,2.0,27.93,0.0,0.0
C00231,24.0,8,0.4777865409851074,1043,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.729,Personal Loan,0.508,FD,0.368,2,1.0,0.0,87,12,211262.04999999996,2428.299425287356,2891.059769805737,1204.54,87.0,0.0,-5,762.4,5.0,224.32,0.0,1357.58
C00244,5.0,8,0.015000000596046448,1042,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.733,Personal Loan,0.622,FD,0.418,1,0.0,1.0,59,12,192601.81000000003,3264.437457627119,2134.028976430129,2725.47,59.0,0.0,-5,166.54,1.0,0.0,120.74,0.0
C00295,14.0,8,0.2396727003157139,1021,6,Medium,0,Nurture email/SMS,xgb,FD,0.683,Credit Card,0.61,Personal Loan,0.298,1,1.0,0.0,57,12,43617.23000000001,765.2145614035089,452.3344580738514,661.5,57.0,0.0,-14,116.96,1.0,761.5,0.0,0.0
C00200,23.0,8,0.4592591762542725,987,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.77,Personal Loan,0.605,FD,0.491,2,1.0,1.0,126,12,282495.67000000004,2242.0291269841273,2144.2651867195978,1421.63,126.0,0.0,-6,581.47,5.0,181.77,159.57,0.0
C00414,6.0,8,0.02611111178994179,982,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.623,FD,0.433,Personal Loan,0.315,1,1.0,0.0,63,12,54849.91,870.6334920634921,580.8526438783869,753.07,63.0,0.0,-1,486.5,3.0,88.08,0.0,0.0
C00288,6.0,8,0.025845472514629365,974,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.76,Overdraft,0.737,FD,0.663,2,1.0,1.0,122,12,260929.86000000002,2138.7693442622954,2229.209684622061,1288.54,122.0,0.0,-3,210.95,1.0,145.82,1439.73,0.0
C00131,5.0,8,0.015000000596046448,971,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.74,Personal Loan,0.525,FD,0.509,2,1.0,1.0,116,12,217927.66999999998,1878.6868103448273,1687.0147241581087,1379.31,116.0,0.0,-4,296.81,5.0,184.73,279.46,0.0
C00208,9.0,8,0.09468254223465919,969,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.687,FD,0.45,Personal Loan,0.41,2,1.0,0.0,96,12,127775.95999999999,1330.9995833333332,1098.7198789566708,1098.5749999999998,96.0,0.0,-5,480.91999999999996,4.0,135.33,0.0,0.0
C00270,5.0,8,0.015000000596046448,969,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.702,FD,0.525,Personal Loan,0.476,2,1.0,0.0,89,12,161531.46000000002,1814.9602247191015,2389.1546484040873,984.55,89.0,0.0,-5,264.56,3.0,336.82,0.0,0.0
C00353,5.0,8,0.015000000596046448,967,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.763,Personal Loan,0.489,FD,0.429,3,1.0,0.0,142,12,237121.11,1669.866971830986,1551.7860221427811,1308.685,142.0,0.0,0,323.29999999999995,6.0,258.1,0.0,781.74
C00085,10.0,8,0.13517241477966307,961,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.627,FD,0.434,Personal Loan,0.314,1,1.0,0.0,67,12,56798.13,847.7332835820895,560.6332036415776,805.64,67.0,0.0,-2,519.63,3.0,92.2,0.0,0.0
C00157,5.0,7,0.015000000596046448,945,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.821,Personal Loan,0.556,FD,0.469,3,1.0,0.0,188,12,310418.05999999994,1651.159893617021,1242.8570077263653,1388.92,188.0,0.0,0,226.61,5.0,296.01,0.0,487.25
C00101,8.0,7,0.09111111238598824,925,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.764,Personal Loan,0.581,FD,0.435,2,1.0,1.0,127,12,267032.0199999999,2102.614330708661,1763.0683819840146,1454.03,127.0,0.0,0,549.44,5.0,48.34,114.92,0.0
C00495,5.0,7,0.02611111178994179,907,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.625,FD,0.445,Personal Loan,0.32,1,1.0,0.0,63,12,57492.15999999998,912.573968253968,581.8061732269318,931.37,63.0,0.0,-1,447.29,2.0,119.92,0.0,0.0
C00282,5.0,7,0.02611111178994179,907,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.693,Personal Loan,0.465,FD,0.429,2,1.0,0.0,83,12,148995.19999999998,1795.1228915662648,2227.7811944555024,1047.2,83.0,0.0,0,391.56000000000006,3.0,77.49,0.0,0.0
C00451,21.0,7,0.4156510442495346,905,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.56,FD,0.427,Personal Loan,0.302,1,1.0,0.0,47,11,40217.13,855.6836170212765,614.1918105134991,745.39,47.0,0.0,0,770.0099999999999,4.0,116.73,0.0,0.0
C00171,11.0,7,0.1808611810207367,901,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.769,FD,0.615,Personal Loan,0.583,2,1.0,1.0,132,12,272658.86,2065.597424242424,1831.236620550502,1339.915,132.0,0.0,0,465.76,5.0,451.03,327.49,0.0
C00292,7.0,7,0.07017241418361664,874,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.817,Personal Loan,0.716,Overdraft,0.466,2,0.0,1.0,141,12,396823.6000000001,2814.351773049646,1828.2120925593965,2547.14,141.0,0.0,-2,436.40999999999997,4.0,0.0,126.72,575.69
C00174,5.0,7,0.015000000596046448,864,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.73,Personal Loan,0.588,Overdraft,0.441,1,0.0,1.0,65,12,198132.53,3048.192769230769,2294.9709904481274,2819.53,65.0,0.0,-1,269.8,3.0,0.0,301.45,460.96
C00237,6.0,7,0.03696468099951744,834,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.602,FD,0.45,Personal Loan,0.324,1,1.0,0.0,80,11,68333.70000000001,854.1712500000001,480.29777144140735,743.78,80.0,0.0,-7,208.74,1.0,179.7,0.0,0.0
C00336,4.0,6,0.015000000596046448,823,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.756,Personal Loan,0.498,FD,0.414,2,1.0,0.0,135,12,231920.04000000012,1717.926222222223,1217.704358458471,1453.73,135.0,0.0,-1,311.1,2.0,170.65,0.0,576.07
C00003,4.0,6,0.015000000596046448,820,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.622,FD,0.477,Personal Loan,0.315,1,1.0,0.0,62,12,54255.67,875.0914516129031,461.29295272341255,852.48,62.0,0.0,0,248.42000000000002,2.0,207.16,0.0,0.0
C00313,4.0,6,0.015000000596046448,817,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.74,FD,0.591,Personal Loan,0.473,2,1.0,0.0,131,12,193718.46000000002,1478.7668702290077,1156.2872652969165,1120.57,131.0,0.0,-1,318.96,3.0,515.5,0.0,0.0
C00038,15.0,6,0.28374384343624115,803,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.62,FD,0.402,Personal Loan,0.253,1,1.0,0.0,59,12,54692.68999999999,926.9947457627117,524.5337949940714,911.41,59.0,0.0,-1,355.74,2.0,367.33,0.0,1579.58
C00031,22.0,6,0.46183105409145353,799,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.751,Personal Loan,0.669,Overdraft,0.507,1,0.0,1.0,64,12,225447.06000000006,3522.610312500001,2236.710349647211,3062.6949999999997,64.0,0.0,-2,641.5999999999999,4.0,0.0,537.08,0.0
C00311,4.0,6,0.015000000596046448,774,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.618,FD,0.426,Personal Loan,0.312,1,1.0,0.0,59,12,51353.699999999975,870.4016949152539,560.8509765899543,788.23,59.0,0.0,-1,139.34,2.0,69.42,0.0,0.0
C00260,4.0,6,0.015000000596046448,768,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.569,FD,0.335,Personal Loan,0.245,1,1.0,0.0,54,11,46116.280000000006,854.0051851851853,577.7900170011519,787.44,54.0,0.0,-25,139.17,1.0,202.24,0.0,1459.2
C00229,4.0,6,0.015000000596046448,767,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.667,Personal Loan,0.566,Overdraft,0.544,1,0.0,1.0,52,11,153747.41,2956.680961538462,1779.2348459217508,2864.705,52.0,0.0,-2,52.9,1.0,0.0,893.3,0.0
C00017,4.0,6,0.015000000596046448,760,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.705,Personal Loan,0.504,FD,0.443,2,1.0,0.0,82,12,169794.53000000012,2070.6650000000013,2456.308205735506,988.9449999999999,82.0,0.0,0,189.81,2.0,114.72,0.0,0.0
C00007,4.0,6,0.015000000596046448,736,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.755,Personal Loan,0.544,FD,0.501,2,1.0,1.0,123,12,246475.91000000006,2003.8691869918705,1903.9410402888147,1215.27,123.0,0.0,-3,333.28999999999996,3.0,240.55,261.02,305.49
C00377,4.0,6,0.015000000596046448,733,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.713,Personal Loan,0.545,Overdraft,0.424,1,0.0,1.0,52,12,158156.06999999998,3041.462884615384,1820.3722977913135,2856.7,52.0,0.0,-3,338.12,5.0,0.0,288.3,745.18
C00104,11.0,6,0.19444965794682503,733,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.722,Personal Loan,0.51,FD,0.422,2,1.0,0.0,101,12,194231.97000000003,1923.0888118811883,2564.106807709962,987.35,101.0,0.0,0,132.45,2.0,57.95,0.0,0.0
C00419,20.0,6,0.4151724189519882,719,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.815,Personal Loan,0.738,Overdraft,0.518,2,0.0,1.0,140,12,393815.50000000006,2812.9678571428576,1775.3147516190586,2518.615,140.0,0.0,-2,717.3299999999999,7.0,0.0,343.66,0.0
C00153,5.0,6,0.02611111178994179,708,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.692,FD,0.478,Personal Loan,0.405,2,1.0,0.0,102,12,128773.80000000002,1262.4882352941179,1009.379336187148,1095.1100000000001,102.0,0.0,0,392.7,2.0,208.99,0.0,0.0
C00182,11.0,5,0.21061015427112578,702,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.782,Personal Loan,0.61,FD,0.503,2,1.0,1.0,139,12,299206.8400000001,2152.5671942446047,1905.8779475471194,1465.08,139.0,0.0,0,473.15999999999997,4.0,210.21,170.56,0.0
C00126,17.0,5,0.35774237513542173,702,6,Medium,0,Nurture email/SMS,xgb,Credit Card,0.773,Personal Loan,0.597,FD,0.424,2,1.0,1.0,125,12,290691.94,2325.53552,2068.212065480112,1637.71,125.0,0.0,0,488.43,3.0,142.06,101.65,507.11
C00349,7.0,5,0.0987438440322876,690,6,Low,0,Nurture email/SMS,xgb,Credit Card,0.758,Personal Loan,0.495,FD,0.456,2,1.0,0.0,143,12,221508.5400000001,1549.01076923077,1219.135083225322,1159.39,143.0,0.0,0,468.63,4.0,179.88,0.0,123.51
